age,race,sex,hours-per-week,native-country
20,White,Male,20,United-States
27,White,Male,40,United-States
32,Black,Female,40,United-States
76,White,Male,2,United-States
19,White,Male,40,United-States
66,White,Male,1,?
37,White,Male,75,United-States
34,Black,Female,30,United-States
34,White,Female,8,United-States
90,White,Female,40,United-States
23,Black,Female,40,United-States
43,White,Female,40,United-States
44,White,Male,60,United-States
24,White,Female,37,United-States
28,White,Male,55,United-States
64,White,Female,20,United-States
23,White,Male,40,United-States
20,White,Female,50,United-States
36,White,Male,50,United-States
61,White,Male,40,United-States
53,White,Male,40,Canada
30,White,Male,40,United-States
52,White,Male,55,United-States
38,White,Male,40,Iran
32,White,Male,40,United-States
30,White,Male,75,United-States
41,White,Female,40,United-States
49,White,Male,40,United-States
45,White,Male,47,United-States
43,White,Male,35,United-States
61,White,Male,40,United-States
54,White,Male,32,Mexico
34,White,Female,40,United-States
49,White,Male,80,United-States
38,White,Male,40,United-States
35,White,Male,80,United-States
36,White,Male,40,United-States
30,White,Male,50,United-States
36,White,Female,60,United-States
22,White,Female,20,United-States
38,White,Male,40,United-States
37,White,Male,50,United-States
48,White,Female,46,United-States
17,White,Male,15,United-States
19,White,Male,20,United-States
27,Black,Female,40,United-States
22,Asian-Pac-Islander,Male,50,Taiwan
49,White,Male,40,United-States
43,White,Female,40,United-States
43,White,Female,40,United-States
19,White,Female,35,United-States
58,White,Male,60,United-States
41,White,Male,40,United-States
31,White,Male,40,United-States
30,White,Male,40,United-States
32,White,Male,40,United-States
29,White,Male,35,United-States
42,White,Male,52,United-States
38,White,Male,28,United-States
41,White,Male,40,United-States
44,White,Male,50,United-States
31,Asian-Pac-Islander,Male,60,China
34,White,Male,40,United-States
21,White,Male,40,United-States
22,Asian-Pac-Islander,Male,20,India
62,White,Male,40,United-States
19,White,Female,40,United-States
29,White,Female,25,United-States
43,White,Female,40,United-States
68,White,Male,8,United-States
45,White,Male,60,United-States
39,White,Male,40,Mexico
41,Black,Male,50,United-States
34,White,Female,25,United-States
34,White,Female,33,United-States
31,White,Male,47,United-States
29,White,Male,25,United-States
41,White,Male,40,United-States
41,White,Male,55,United-States
35,White,Male,45,Mexico
33,White,Female,45,United-States
37,White,Male,38,United-States
69,White,Female,40,United-States
34,White,Female,40,United-States
60,White,Male,70,?
36,White,Male,40,United-States
41,White,Male,50,United-States
58,White,Female,40,United-States
53,Asian-Pac-Islander,Male,40,Japan
29,White,Male,40,United-States
45,White,Female,40,United-States
34,White,Male,38,United-States
36,White,Male,40,United-States
48,Black,Female,35,United-States
20,White,Female,40,United-States
35,White,Male,50,United-States
63,Black,Male,40,United-States
41,White,Male,45,United-States
28,White,Male,45,United-States
30,Black,Female,40,United-States
34,White,Female,40,United-States
31,White,Female,40,Mexico
37,White,Female,38,United-States
42,White,Male,40,United-States
31,White,Male,50,Jamaica
46,White,Male,45,United-States
35,Black,Male,60,United-States
27,White,Male,53,United-States
41,White,Male,35,Mexico
19,White,Female,20,United-States
20,White,Male,45,United-States
59,White,Female,40,Germany
40,White,Male,37,United-States
56,White,Male,60,United-States
33,White,Male,44,United-States
30,White,Female,60,United-States
46,White,Male,50,United-States
61,White,Male,35,United-States
50,White,Male,40,United-States
25,White,Male,30,United-States
40,White,Female,39,United-States
24,White,Male,40,?
51,White,Male,54,United-States
43,White,Male,40,United-States
34,White,Male,54,Mexico
46,White,Male,45,United-States
28,White,Female,50,United-States
26,Asian-Pac-Islander,Male,40,?
20,White,Male,28,United-States
44,White,Male,40,United-States
51,White,Male,40,United-States
33,White,Male,60,United-States
54,White,Male,40,United-States
50,White,Female,40,United-States
33,Black,Female,40,United-States
65,White,Male,20,United-States
22,White,Female,8,United-States
88,White,Male,40,United-States
40,White,Male,40,United-States
51,White,Female,43,United-States
50,Black,Female,40,United-States
25,White,Male,99,United-States
20,White,Male,30,United-States
47,White,Male,40,United-States
58,White,Male,40,United-States
22,White,Female,30,United-States
50,White,Male,48,United-States
47,White,Female,40,United-States
24,Asian-Pac-Islander,Male,45,United-States
50,White,Male,40,United-States
40,White,Female,45,United-States
36,White,Male,40,United-States
32,White,Male,40,United-States
44,White,Male,40,United-States
51,White,Male,40,United-States
59,Black,Female,40,United-States
65,White,Male,30,United-States
24,White,Female,65,United-States
27,White,Male,35,United-States
51,White,Male,40,United-States
48,White,Male,40,United-States
39,White,Male,60,United-States
28,White,Male,40,United-States
19,White,Female,25,United-States
49,Black,Female,40,United-States
51,White,Male,60,United-States
59,White,Male,55,United-States
18,White,Female,40,Dominican-Republic
50,White,Male,40,?
45,Black,Male,80,United-States
30,White,Male,50,United-States
37,White,Male,35,United-States
44,White,Male,40,United-States
33,Black,Male,40,United-States
61,White,Male,40,United-States
61,White,Male,40,United-States
38,White,Male,42,United-States
22,White,Male,30,United-States
36,White,Male,45,United-States
44,White,Male,60,United-States
37,White,Male,62,United-States
31,White,Female,20,United-States
54,White,Male,45,United-States
20,White,Male,16,United-States
63,White,Female,40,United-States
48,Amer-Indian-Eskimo,Male,40,United-States
33,Asian-Pac-Islander,Female,41,China
31,White,Male,45,United-States
38,White,Male,40,United-States
45,White,Male,40,United-States
48,White,Male,40,United-States
53,White,Male,40,United-States
55,White,Female,40,United-States
38,White,Male,72,?
29,White,Female,40,United-States
36,White,Male,60,United-States
42,White,Male,60,United-States
50,White,Female,40,England
75,White,Male,35,United-States
46,White,Male,40,United-States
52,White,Female,40,United-States
27,White,Female,40,United-States
43,White,Male,45,United-States
31,Black,Female,42,United-States
23,White,Female,30,United-States
34,White,Female,24,United-States
41,White,Female,40,Cuba
31,White,Female,30,United-States
42,White,Female,40,United-States
35,White,Male,45,United-States
55,White,Female,25,United-States
36,White,Female,40,United-States
65,White,Male,59,United-States
38,White,Male,12,United-States
62,White,Female,20,United-States
54,White,Male,60,United-States
49,White,Male,40,United-States
34,White,Female,40,United-States
32,White,Female,40,United-States
51,White,Male,50,United-States
48,White,Male,60,United-States
30,White,Male,40,?
52,White,Female,43,United-States
28,White,Male,40,United-States
29,Asian-Pac-Islander,Male,40,United-States
38,White,Female,50,United-States
57,White,Male,50,United-States
43,White,Male,40,United-States
37,White,Male,40,United-States
30,White,Male,40,United-States
53,White,Male,48,United-States
69,White,Female,1,United-States
73,White,Female,37,United-States
22,White,Male,35,United-States
31,White,Female,45,United-States
38,White,Male,40,United-States
50,White,Male,35,United-States
37,White,Male,37,United-States
44,White,Male,40,United-States
47,Black,Female,45,United-States
27,White,Male,40,United-States
28,White,Female,80,United-States
25,Black,Female,40,United-States
20,White,Female,40,United-States
51,White,Male,40,United-States
46,White,Male,40,United-States
67,White,Male,7,United-States
47,White,Male,35,United-States
42,White,Male,40,United-States
52,White,Male,50,United-States
42,Asian-Pac-Islander,Female,40,Philippines
65,White,Male,40,United-States
21,Black,Male,10,United-States
50,White,Female,40,United-States
46,White,Male,40,United-States
47,White,Male,50,United-States
57,White,Male,40,United-States
37,White,Male,45,United-States
50,White,Male,40,United-States
58,White,Male,40,United-States
63,White,Female,30,El-Salvador
39,White,Male,65,United-States
46,Black,Male,35,United-States
36,White,Male,40,United-States
26,White,Male,50,United-States
21,White,Male,57,United-States
41,White,Male,40,United-States
44,Black,Male,40,United-States
22,White,Male,40,United-States
29,Black,Male,60,United-States
29,Black,Female,40,Japan
58,White,Female,40,United-States
36,White,Male,50,United-States
30,White,Male,48,United-States
37,White,Male,43,United-States
29,White,Male,40,United-States
26,White,Female,40,Mexico
43,White,Male,45,United-States
49,White,Female,40,United-States
45,White,Male,40,United-States
28,White,Female,40,United-States
20,White,Female,25,United-States
51,White,Female,40,United-States
32,White,Male,50,Canada
24,White,Female,40,United-States
35,White,Male,40,United-States
35,White,Male,55,United-States
41,White,Male,40,United-States
48,White,Male,45,United-States
61,White,Female,35,United-States
20,White,Male,30,United-States
27,White,Male,50,United-States
55,White,Male,24,United-States
39,White,Male,40,United-States
17,White,Male,20,United-States
47,White,Male,40,?
52,Asian-Pac-Islander,Female,40,India
24,Black,Female,20,United-States
29,Black,Female,40,United-States
25,White,Male,40,United-States
20,White,Female,40,United-States
23,Black,Male,35,United-States
57,White,Male,60,United-States
51,White,Male,40,United-States
33,White,Female,16,United-States
39,White,Male,40,United-States
40,White,Male,40,United-States
71,White,Female,16,United-States
38,White,Male,40,United-States
28,White,Male,40,United-States
57,White,Female,40,United-States
47,White,Male,40,United-States
59,White,Male,40,United-States
26,Other,Male,40,United-States
35,White,Female,40,United-States
61,White,Male,50,Germany
17,White,Female,30,United-States
36,Asian-Pac-Islander,Male,60,?
62,White,Male,50,United-States
34,White,Male,50,United-States
32,White,Male,50,United-States
42,White,Female,40,United-States
39,White,Male,40,United-States
58,Black,Male,40,United-States
61,White,Male,60,United-States
40,Black,Male,55,United-States
31,White,Male,37,United-States
36,White,Male,50,United-States
23,White,Male,40,United-States
33,White,Male,41,United-States
52,White,Male,40,United-States
22,White,Female,24,United-States
51,White,Female,40,Italy
31,White,Female,40,United-States
49,White,Female,40,United-States
49,Black,Female,40,United-States
53,Black,Female,40,United-States
52,Asian-Pac-Islander,Male,40,Japan
20,White,Male,40,United-States
26,Black,Male,40,United-States
61,White,Male,6,United-States
43,White,Female,30,Poland
46,White,Male,52,United-States
43,White,Female,35,United-States
41,Black,Female,40,United-States
44,White,Male,55,United-States
54,White,Male,40,United-States
65,White,Male,40,United-States
32,White,Female,40,Canada
25,White,Male,40,United-States
23,White,Male,50,United-States
25,White,Male,45,United-States
19,White,Male,50,United-States
37,White,Male,60,United-States
45,White,Male,45,United-States
37,Black,Male,44,United-States
40,White,Male,70,Iran
19,White,Male,40,United-States
17,White,Male,5,United-States
