age,education,sex,relationship,marital-status,income
26,Some-college,Female,Not-in-family,Never-married,<=50K
72,HS-grad,Male,Husband,Married-civ-spouse,<=50K
23,HS-grad,Male,Not-in-family,Never-married,<=50K
62,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52,Some-college,Male,Husband,Married-civ-spouse,<=50K
58,Some-college,Female,Unmarried,Divorced,<=50K
25,Bachelors,Female,Not-in-family,Never-married,<=50K
24,Bachelors,Male,Not-in-family,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Female,Unmarried,Separated,<=50K
39,HS-grad,Female,Unmarried,Divorced,<=50K
49,Assoc-voc,Male,Unmarried,Married-spouse-absent,<=50K
53,5th-6th,Female,Unmarried,Widowed,<=50K
32,Assoc-voc,Male,Not-in-family,Never-married,<=50K
34,Some-college,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Not-in-family,Divorced,<=50K
57,Assoc-voc,Female,Unmarried,Widowed,<=50K
25,Some-college,Female,Not-in-family,Never-married,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
21,Some-college,Female,Unmarried,Never-married,<=50K
34,Bachelors,Male,Husband,Married-civ-spouse,>50K
38,Bachelors,Male,Husband,Married-civ-spouse,>50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
24,Some-college,Male,Not-in-family,Divorced,<=50K
37,Some-college,Male,Husband,Married-civ-spouse,>50K
44,Some-college,Male,Unmarried,Divorced,>50K
28,Some-college,Female,Wife,Married-civ-spouse,<=50K
42,Bachelors,Male,Husband,Married-civ-spouse,>50K
74,Some-college,Female,Not-in-family,Divorced,<=50K
38,HS-grad,Male,Husband,Married-civ-spouse,<=50K
44,Masters,Male,Husband,Married-civ-spouse,<=50K
44,11th,Female,Unmarried,Divorced,<=50K
26,HS-grad,Male,Not-in-family,Never-married,<=50K
36,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41,Assoc-acdm,Female,Wife,Married-civ-spouse,>50K
67,Prof-school,Male,Husband,Married-civ-spouse,>50K
39,12th,Male,Husband,Married-civ-spouse,<=50K
57,1st-4th,Female,Not-in-family,Widowed,<=50K
29,Assoc-voc,Male,Not-in-family,Separated,<=50K
31,Bachelors,Female,Not-in-family,Never-married,<=50K
34,HS-grad,Female,Unmarried,Never-married,<=50K
44,Some-college,Male,Husband,Married-civ-spouse,<=50K
29,Doctorate,Male,Own-child,Never-married,<=50K
30,Some-college,Female,Unmarried,Never-married,<=50K
27,HS-grad,Male,Not-in-family,Never-married,<=50K
27,Some-college,Male,Husband,Married-civ-spouse,<=50K
32,HS-grad,Female,Not-in-family,Never-married,<=50K
58,10th,Female,Wife,Married-civ-spouse,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
21,HS-grad,Male,Own-child,Never-married,<=50K
28,Some-college,Male,Unmarried,Never-married,<=50K
46,Some-college,Male,Not-in-family,Divorced,<=50K
36,HS-grad,Female,Unmarried,Separated,<=50K
72,11th,Female,Unmarried,Widowed,<=50K
35,HS-grad,Female,Wife,Married-civ-spouse,<=50K
33,Assoc-voc,Female,Unmarried,Divorced,>50K
69,11th,Female,Not-in-family,Never-married,<=50K
35,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,HS-grad,Female,Unmarried,Separated,<=50K
34,HS-grad,Female,Wife,Married-civ-spouse,<=50K
30,11th,Male,Husband,Married-civ-spouse,<=50K
28,Bachelors,Male,Not-in-family,Never-married,<=50K
54,Bachelors,Male,Husband,Married-civ-spouse,>50K
47,Some-college,Male,Husband,Married-civ-spouse,>50K
24,HS-grad,Female,Unmarried,Never-married,<=50K
52,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,HS-grad,Male,Own-child,Never-married,<=50K
43,Masters,Male,Husband,Married-civ-spouse,<=50K
45,7th-8th,Female,Unmarried,Separated,<=50K
29,HS-grad,Male,Not-in-family,Separated,<=50K
47,Masters,Male,Unmarried,Divorced,<=50K
24,HS-grad,Male,Own-child,Never-married,<=50K
51,HS-grad,Male,Husband,Married-civ-spouse,<=50K
17,11th,Male,Own-child,Never-married,<=50K
37,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
27,Doctorate,Female,Not-in-family,Never-married,<=50K
29,Bachelors,Male,Wife,Married-civ-spouse,>50K
18,12th,Male,Own-child,Never-married,<=50K
36,Assoc-acdm,Female,Unmarried,Divorced,<=50K
58,Bachelors,Female,Not-in-family,Never-married,<=50K
26,Some-college,Male,Husband,Married-civ-spouse,<=50K
65,Some-college,Male,Husband,Married-civ-spouse,>50K
57,HS-grad,Male,Husband,Married-civ-spouse,>50K
59,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27,HS-grad,Male,Husband,Married-civ-spouse,<=50K
31,Bachelors,Male,Not-in-family,Never-married,<=50K
21,Some-college,Female,Own-child,Never-married,<=50K
29,Some-college,Male,Not-in-family,Never-married,<=50K
18,11th,Male,Own-child,Never-married,<=50K
52,10th,Male,Husband,Married-civ-spouse,>50K
57,Bachelors,Male,Not-in-family,Divorced,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,<=50K
55,HS-grad,Female,Wife,Married-civ-spouse,<=50K
60,7th-8th,Male,Not-in-family,Never-married,>50K
31,Bachelors,Male,Husband,Married-civ-spouse,>50K
23,Bachelors,Female,Own-child,Never-married,<=50K
27,HS-grad,Male,Own-child,Never-married,<=50K
23,Some-college,Female,Unmarried,Never-married,<=50K
42,Prof-school,Male,Husband,Married-civ-spouse,>50K
25,Some-college,Male,Not-in-family,Never-married,<=50K
49,Bachelors,Female,Not-in-family,Never-married,<=50K
32,Bachelors,Male,Not-in-family,Never-married,<=50K
19,Some-college,Male,Own-child,Never-married,<=50K
60,7th-8th,Female,Not-in-family,Divorced,<=50K
42,9th,Male,Husband,Married-civ-spouse,<=50K
35,Assoc-acdm,Male,Not-in-family,Never-married,<=50K
48,HS-grad,Female,Unmarried,Never-married,<=50K
51,Masters,Male,Husband,Married-civ-spouse,>50K
29,HS-grad,Male,Not-in-family,Never-married,<=50K
36,HS-grad,Male,Not-in-family,Separated,<=50K
17,10th,Female,Own-child,Never-married,<=50K
52,Masters,Female,Not-in-family,Divorced,<=50K
24,HS-grad,Male,Not-in-family,Never-married,<=50K
24,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Male,Own-child,Never-married,<=50K
27,Bachelors,Female,Own-child,Never-married,<=50K
39,HS-grad,Male,Own-child,Never-married,<=50K
30,HS-grad,Male,Husband,Married-civ-spouse,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,<=50K
52,Bachelors,Male,Husband,Married-civ-spouse,<=50K
46,Prof-school,Male,Husband,Married-civ-spouse,>50K
23,Bachelors,Female,Own-child,Never-married,<=50K
45,11th,Female,Not-in-family,Widowed,<=50K
65,9th,Female,Unmarried,Widowed,<=50K
29,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
47,9th,Male,Unmarried,Married-spouse-absent,<=50K
30,HS-grad,Male,Own-child,Never-married,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,>50K
38,HS-grad,Male,Husband,Married-civ-spouse,<=50K
33,Some-college,Male,Husband,Married-civ-spouse,>50K
49,Bachelors,Male,Husband,Married-civ-spouse,>50K
47,Some-college,Female,Unmarried,Never-married,<=50K
49,10th,Female,Unmarried,Separated,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,>50K
30,Bachelors,Female,Wife,Married-civ-spouse,>50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
21,Bachelors,Male,Not-in-family,Never-married,<=50K
33,Bachelors,Male,Husband,Married-civ-spouse,>50K
47,5th-6th,Male,Husband,Married-civ-spouse,<=50K
52,Doctorate,Male,Husband,Married-civ-spouse,>50K
26,HS-grad,Male,Not-in-family,Divorced,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
36,Some-college,Male,Husband,Married-civ-spouse,>50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
50,Doctorate,Male,Not-in-family,Separated,>50K
31,HS-grad,Female,Unmarried,Divorced,<=50K
71,HS-grad,Male,Husband,Married-civ-spouse,<=50K
58,HS-grad,Male,Husband,Married-civ-spouse,<=50K
30,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,Some-college,Male,Own-child,Never-married,<=50K
24,HS-grad,Male,Other-relative,Never-married,<=50K
35,Doctorate,Male,Husband,Married-civ-spouse,>50K
38,Some-college,Female,Not-in-family,Separated,<=50K
27,HS-grad,Female,Own-child,Never-married,<=50K
29,Some-college,Female,Unmarried,Never-married,<=50K
70,9th,Female,Unmarried,Widowed,<=50K
34,HS-grad,Male,Husband,Married-civ-spouse,<=50K
44,7th-8th,Male,Husband,Married-civ-spouse,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,>50K
44,12th,Male,Husband,Married-civ-spouse,>50K
35,Masters,Male,Not-in-family,Never-married,<=50K
27,Some-college,Male,Not-in-family,Never-married,<=50K
43,Masters,Male,Not-in-family,Never-married,<=50K
20,Some-college,Female,Not-in-family,Never-married,<=50K
42,Assoc-acdm,Female,Unmarried,Divorced,>50K
27,Some-college,Male,Husband,Married-civ-spouse,<=50K
42,HS-grad,Male,Husband,Married-civ-spouse,>50K
20,11th,Female,Own-child,Married-spouse-absent,<=50K
24,9th,Male,Not-in-family,Never-married,<=50K
48,Some-college,Male,Not-in-family,Divorced,<=50K
17,11th,Female,Own-child,Never-married,<=50K
17,11th,Male,Own-child,Never-married,<=50K
33,Bachelors,Male,Husband,Married-civ-spouse,>50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
22,HS-grad,Female,Own-child,Never-married,<=50K
17,12th,Male,Own-child,Never-married,<=50K
32,Some-college,Male,Husband,Married-civ-spouse,<=50K
31,HS-grad,Male,Not-in-family,Never-married,<=50K
58,HS-grad,Male,Not-in-family,Widowed,<=50K
29,HS-grad,Male,Own-child,Never-married,<=50K
37,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
34,HS-grad,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Male,Unmarried,Separated,<=50K
18,11th,Female,Own-child,Never-married,<=50K
34,HS-grad,Female,Not-in-family,Divorced,<=50K
66,7th-8th,Male,Not-in-family,Never-married,<=50K
45,Bachelors,Female,Wife,Married-civ-spouse,<=50K
41,Masters,Male,Not-in-family,Never-married,<=50K
26,HS-grad,Male,Other-relative,Never-married,<=50K
54,Some-college,Male,Husband,Married-civ-spouse,<=50K
24,Some-college,Female,Own-child,Never-married,<=50K
42,Some-college,Male,Husband,Married-civ-spouse,<=50K
20,Some-college,Male,Own-child,Never-married,<=50K
23,Bachelors,Female,Not-in-family,Never-married,<=50K
25,Assoc-acdm,Male,Other-relative,Never-married,<=50K
35,Masters,Male,Not-in-family,Never-married,>50K
31,Masters,Male,Husband,Married-civ-spouse,>50K
30,Bachelors,Female,Own-child,Never-married,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
36,Bachelors,Male,Not-in-family,Never-married,<=50K
31,Bachelors,Female,Unmarried,Widowed,<=50K
21,Some-college,Male,Own-child,Never-married,<=50K
31,Some-college,Male,Husband,Married-civ-spouse,<=50K
46,Doctorate,Female,Unmarried,Divorced,>50K
44,Bachelors,Female,Own-child,Divorced,>50K
40,12th,Male,Husband,Married-civ-spouse,<=50K
45,Some-college,Male,Not-in-family,Never-married,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18,11th,Male,Other-relative,Never-married,<=50K
28,Bachelors,Male,Husband,Married-civ-spouse,<=50K
36,Some-college,Female,Unmarried,Divorced,<=50K
36,Bachelors,Male,Not-in-family,Separated,<=50K
40,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
36,Bachelors,Female,Unmarried,Divorced,<=50K
31,HS-grad,Female,Unmarried,Separated,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
19,HS-grad,Female,Own-child,Never-married,<=50K
22,Some-college,Female,Own-child,Never-married,<=50K
34,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,HS-grad,Male,Not-in-family,Never-married,<=50K
41,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Male,Not-in-family,Never-married,<=50K
50,HS-grad,Male,Husband,Married-civ-spouse,>50K
42,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,Bachelors,Male,Not-in-family,Never-married,>50K
44,HS-grad,Female,Wife,Married-civ-spouse,<=50K
20,Some-college,Female,Not-in-family,Never-married,<=50K
31,HS-grad,Male,Husband,Married-civ-spouse,<=50K
65,11th,Male,Husband,Married-civ-spouse,>50K
23,Some-college,Female,Not-in-family,Never-married,<=50K
55,Some-college,Female,Not-in-family,Divorced,<=50K
26,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
25,Assoc-voc,Female,Own-child,Never-married,<=50K
45,Some-college,Female,Wife,Married-civ-spouse,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
36,Some-college,Female,Not-in-family,Never-married,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,<=50K
56,HS-grad,Female,Unmarried,Widowed,<=50K
42,Bachelors,Male,Husband,Married-civ-spouse,>50K
19,Some-college,Female,Other-relative,Never-married,<=50K
55,HS-grad,Male,Husband,Married-civ-spouse,<=50K
42,Masters,Female,Not-in-family,Never-married,>50K
26,Assoc-voc,Male,Own-child,Never-married,<=50K
17,12th,Male,Own-child,Never-married,<=50K
42,Bachelors,Female,Wife,Married-civ-spouse,>50K
55,HS-grad,Male,Husband,Married-civ-spouse,>50K
32,Some-college,Female,Own-child,Never-married,<=50K
29,11th,Male,Own-child,Never-married,<=50K
46,Bachelors,Male,Husband,Married-civ-spouse,<=50K
29,Bachelors,Male,Husband,Married-civ-spouse,>50K
22,Bachelors,Male,Unmarried,Never-married,<=50K
58,10th,Male,Husband,Married-civ-spouse,<=50K
23,HS-grad,Male,Unmarried,Never-married,<=50K
39,HS-grad,Male,Not-in-family,Never-married,<=50K
27,Assoc-voc,Male,Own-child,Never-married,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,>50K
33,Bachelors,Female,Not-in-family,Never-married,<=50K
46,HS-grad,Female,Wife,Married-civ-spouse,>50K
37,HS-grad,Male,Not-in-family,Never-married,<=50K
36,HS-grad,Female,Not-in-family,Never-married,<=50K
59,HS-grad,Female,Wife,Married-civ-spouse,>50K
34,HS-grad,Male,Unmarried,Divorced,<=50K
53,Doctorate,Male,Husband,Married-civ-spouse,>50K
51,Bachelors,Male,Not-in-family,Never-married,>50K
32,10th,Female,Unmarried,Separated,<=50K
31,Some-college,Male,Other-relative,Married-spouse-absent,<=50K
22,Some-college,Female,Wife,Married-civ-spouse,<=50K
47,Bachelors,Female,Not-in-family,Divorced,<=50K
32,HS-grad,Male,Not-in-family,Never-married,<=50K
26,Some-college,Female,Not-in-family,Never-married,<=50K
37,5th-6th,Male,Not-in-family,Separated,<=50K
31,HS-grad,Male,Unmarried,Divorced,<=50K
37,Assoc-voc,Female,Wife,Married-civ-spouse,>50K
55,HS-grad,Male,Not-in-family,Never-married,<=50K
23,Assoc-voc,Male,Not-in-family,Divorced,<=50K
36,Some-college,Female,Unmarried,Divorced,<=50K
34,Masters,Male,Husband,Married-civ-spouse,<=50K
43,Bachelors,Male,Husband,Married-civ-spouse,>50K
54,Some-college,Male,Not-in-family,Never-married,<=50K
43,Some-college,Male,Husband,Married-civ-spouse,<=50K
28,Assoc-voc,Female,Not-in-family,Never-married,<=50K
40,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
41,Some-college,Male,Husband,Married-civ-spouse,<=50K
40,Bachelors,Female,Not-in-family,Never-married,>50K
42,Some-college,Female,Not-in-family,Divorced,<=50K
61,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18,12th,Male,Own-child,Never-married,<=50K
59,HS-grad,Male,Husband,Married-civ-spouse,<=50K
21,HS-grad,Female,Not-in-family,Never-married,<=50K
48,Assoc-voc,Male,Husband,Married-civ-spouse,>50K
41,Bachelors,Male,Husband,Married-civ-spouse,<=50K
18,Some-college,Male,Own-child,Never-married,<=50K
23,HS-grad,Female,Not-in-family,Never-married,<=50K
60,HS-grad,Male,Husband,Married-civ-spouse,>50K
22,Some-college,Male,Other-relative,Never-married,<=50K
61,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,HS-grad,Male,Not-in-family,Never-married,<=50K
46,Masters,Male,Not-in-family,Never-married,>50K
43,Bachelors,Male,Husband,Married-civ-spouse,>50K
43,Assoc-acdm,Male,Not-in-family,Divorced,<=50K
24,HS-grad,Male,Own-child,Never-married,<=50K
68,11th,Male,Unmarried,Never-married,<=50K
31,HS-grad,Female,Unmarried,Divorced,<=50K
17,11th,Female,Own-child,Never-married,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,>50K
50,Masters,Male,Other-relative,Married-spouse-absent,<=50K
33,Bachelors,Male,Husband,Married-civ-spouse,>50K
64,Bachelors,Male,Husband,Married-civ-spouse,>50K
20,HS-grad,Male,Own-child,Never-married,<=50K
30,HS-grad,Female,Own-child,Separated,<=50K
22,Some-college,Male,Own-child,Never-married,<=50K
43,Some-college,Male,Not-in-family,Divorced,<=50K
22,Some-college,Male,Own-child,Never-married,<=50K
17,10th,Male,Own-child,Never-married,<=50K
47,HS-grad,Female,Wife,Married-civ-spouse,<=50K
41,Assoc-voc,Female,Not-in-family,Never-married,<=50K
56,Some-college,Male,Husband,Married-civ-spouse,>50K
64,HS-grad,Male,Husband,Married-civ-spouse,<=50K
47,HS-grad,Male,Husband,Married-civ-spouse,>50K
48,Assoc-voc,Male,Unmarried,Never-married,<=50K
31,Masters,Female,Not-in-family,Never-married,<=50K
29,Assoc-voc,Male,Own-child,Never-married,<=50K
30,HS-grad,Female,Not-in-family,Widowed,<=50K
32,HS-grad,Male,Husband,Married-civ-spouse,<=50K
57,HS-grad,Male,Unmarried,Widowed,>50K
62,HS-grad,Female,Not-in-family,Widowed,<=50K
39,HS-grad,Female,Unmarried,Separated,<=50K
43,Some-college,Male,Not-in-family,Never-married,<=50K
24,Bachelors,Male,Own-child,Never-married,<=50K
42,11th,Male,Husband,Married-civ-spouse,<=50K
53,Some-college,Female,Wife,Married-civ-spouse,>50K
26,Some-college,Male,Own-child,Never-married,<=50K
73,HS-grad,Male,Husband,Married-civ-spouse,<=50K
72,11th,Female,Not-in-family,Widowed,<=50K
55,HS-grad,Male,Husband,Married-civ-spouse,<=50K
25,HS-grad,Male,Not-in-family,Divorced,<=50K
41,Bachelors,Female,Not-in-family,Divorced,>50K
24,Bachelors,Male,Not-in-family,Never-married,<=50K
63,HS-grad,Male,Not-in-family,Widowed,<=50K
17,11th,Male,Own-child,Never-married,<=50K
35,Some-college,Male,Husband,Married-civ-spouse,<=50K
51,Some-college,Male,Husband,Married-civ-spouse,>50K
62,Bachelors,Female,Not-in-family,Widowed,<=50K
55,HS-grad,Male,Husband,Married-civ-spouse,>50K
43,Some-college,Male,Not-in-family,Divorced,<=50K
40,HS-grad,Female,Not-in-family,Divorced,<=50K
37,Bachelors,Male,Husband,Married-civ-spouse,>50K
39,Bachelors,Male,Husband,Married-civ-spouse,<=50K
31,HS-grad,Male,Own-child,Never-married,<=50K
61,Masters,Female,Not-in-family,Widowed,>50K
26,Assoc-voc,Female,Not-in-family,Divorced,<=50K
46,HS-grad,Male,Husband,Married-civ-spouse,<=50K
26,Bachelors,Female,Not-in-family,Never-married,<=50K
48,Doctorate,Male,Own-child,Divorced,>50K
34,HS-grad,Male,Own-child,Never-married,<=50K
34,HS-grad,Female,Own-child,Never-married,<=50K
59,HS-grad,Male,Husband,Married-civ-spouse,>50K
34,Bachelors,Female,Own-child,Never-married,<=50K
49,Bachelors,Female,Not-in-family,Never-married,>50K
18,11th,Female,Own-child,Never-married,<=50K
43,HS-grad,Male,Husband,Married-civ-spouse,<=50K
48,11th,Male,Husband,Married-civ-spouse,<=50K
28,Some-college,Male,Husband,Married-civ-spouse,<=50K
33,HS-grad,Male,Husband,Married-civ-spouse,<=50K
24,Some-college,Female,Not-in-family,Never-married,<=50K
21,10th,Male,Not-in-family,Never-married,<=50K
17,11th,Male,Own-child,Never-married,<=50K
39,Some-college,Male,Husband,Married-civ-spouse,>50K
29,Bachelors,Male,Own-child,Separated,<=50K
44,Bachelors,Male,Husband,Married-civ-spouse,>50K
24,Some-college,Male,Own-child,Never-married,<=50K
71,Masters,Male,Husband,Married-civ-spouse,>50K
51,Bachelors,Male,Husband,Married-civ-spouse,>50K
55,5th-6th,Male,Unmarried,Divorced,<=50K
41,Bachelors,Male,Husband,Married-civ-spouse,>50K
23,HS-grad,Female,Unmarried,Never-married,<=50K
38,Assoc-voc,Female,Unmarried,Divorced,<=50K
39,HS-grad,Male,Husband,Married-civ-spouse,>50K
19,HS-grad,Female,Not-in-family,Never-married,<=50K
49,9th,Female,Not-in-family,Divorced,<=50K
32,Bachelors,Male,Other-relative,Married-civ-spouse,>50K
27,HS-grad,Male,Husband,Married-civ-spouse,<=50K
38,Bachelors,Male,Husband,Married-civ-spouse,>50K
33,Some-college,Female,Wife,Married-civ-spouse,<=50K
63,Some-college,Male,Husband,Married-civ-spouse,<=50K
23,Bachelors,Male,Own-child,Never-married,<=50K
33,Some-college,Male,Husband,Married-civ-spouse,<=50K
54,HS-grad,Male,Husband,Married-civ-spouse,<=50K
29,Assoc-voc,Female,Not-in-family,Divorced,<=50K
48,Some-college,Female,Unmarried,Divorced,<=50K
35,Bachelors,Male,Not-in-family,Never-married,<=50K
28,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
37,Bachelors,Male,Husband,Married-civ-spouse,>50K
42,Prof-school,Male,Husband,Married-civ-spouse,>50K
40,Masters,Male,Husband,Married-civ-spouse,<=50K
47,Some-college,Male,Own-child,Divorced,<=50K
22,Bachelors,Female,Own-child,Never-married,<=50K
30,Bachelors,Male,Husband,Married-civ-spouse,>50K
28,HS-grad,Male,Husband,Married-civ-spouse,<=50K
63,7th-8th,Male,Husband,Married-civ-spouse,<=50K
51,9th,Male,Husband,Married-civ-spouse,<=50K
22,HS-grad,Female,Own-child,Never-married,<=50K
27,Assoc-acdm,Male,Own-child,Married-civ-spouse,<=50K
35,HS-grad,Male,Not-in-family,Never-married,<=50K
46,HS-grad,Female,Not-in-family,Divorced,<=50K
37,Some-college,Male,Not-in-family,Divorced,<=50K
24,Bachelors,Male,Own-child,Never-married,<=50K
37,HS-grad,Male,Own-child,Divorced,<=50K
53,Some-college,Male,Husband,Married-civ-spouse,<=50K
